title,url
Велосипедист сбил пешехода,https://www.youtube.com/watch?v=x4oXPiFpZLQ
Выскочил и не успел,https://www.youtube.com/watch?v=IIMEPlPyODU
Пропусти пешехода называется,https://www.youtube.com/watch?v=alK3PkTVqGw
Типичный левый поворот,https://www.youtube.com/watch?v=p9MAlg0BiGs
"Семеро за одним, задержание!",https://www.youtube.com/watch?v=2zBpPB8iTLc
"Паровозик, а ехали вроде не быстро",https://www.youtube.com/watch?v=xlGUEYEhJRI
Семеро за одним!,https://www.youtube.com/watch?v=RV2ny8Q3p3I
Не поделили перекресток,https://www.youtube.com/watch?v=ysR3cQXCOsA
Вырулил из-за Пазика,https://www.youtube.com/watch?v=KE1tpWN__T4
Сбили пешехода на Варкауса,https://www.youtube.com/watch?v=M55pe2jPpeI
Не разошлись,https://www.youtube.com/watch?v=PLvoeK7wXG4
"Не, ну как так-то",https://www.youtube.com/watch?v=QUyxqajZ20k
Стукнул во дворе,https://www.youtube.com/watch?v=dAiocfpCBNI
Помяли во дворе,https://www.youtube.com/watch?v=mcn0Gu8_lNo
Что-то пошло не так!,https://www.youtube.com/watch?v=xDsT7QjI8N8
Выскочил из-за машины,https://www.youtube.com/watch?v=0XAsa6BQQms
"""Летящая"" Нива",https://www.youtube.com/watch?v=HIEdeckr3C4
Еще один сбитый пешеход,https://www.youtube.com/watch?v=Z-BoRTLoN9E
Сбили ребенка,https://www.youtube.com/watch?v=r-vjyvRAjwk
"Увидели, напали, получили!",https://www.youtube.com/watch?v=fyiEgEtWsyY
"""Подскользнулся"" на кольце",https://www.youtube.com/watch?v=7ax0V6FQ6Ac
Всё-таки решили столкнуться!,https://www.youtube.com/watch?v=oqBWkNRCwI4
Серьезное ДТП на Ленина,https://www.youtube.com/watch?v=LuUgoLH16OA
Пьяна кровушка - буйна головушка,https://www.youtube.com/watch?v=eSatvW6bqBA
Вылетел на красный и чуть не убил,https://www.youtube.com/watch?v=X2-GGuuxIO0
Поторопился на все деньги,https://www.youtube.com/watch?v=iiYR9bffHrM
Рядовое ДТП в Кондопоге,https://www.youtube.com/watch?v=4h87-2UiLxY
"Традиционно, левый поворот",https://www.youtube.com/watch?v=j5xxSMkHRp4
"Господи, ну как же так?",https://www.youtube.com/watch?v=E97_1lh8OVQ
Полет мерседеса,https://www.youtube.com/watch?v=PVe3IZ16lbg
Опять левый поворот?,https://www.youtube.com/watch?v=sny0IR4NzJw
Лобовое столкновение,https://www.youtube.com/watch?v=SKGgB54pn0k
Поворот в больницу,https://www.youtube.com/watch?v=3k37GzFrnbM
Чуть не убил,https://www.youtube.com/watch?v=dx1wT5kEooY
Зачем они так?,https://www.youtube.com/watch?v=BIxm2JQSLAM
"Пожар в троллейбусе (20 июля 2016, Петрозаводск)",https://www.youtube.com/watch?v=Pu0nApCToD4
Компания «Ситилинк» поздравила с Днём Республики,https://www.youtube.com/watch?v=yRE3Lnf-ZFk
Как подключить Интернет в Петрозаводске,https://www.youtube.com/watch?v=lHJK5k2q4lM
День Республики 2015 за минуту,https://www.youtube.com/watch?v=s_4eEFiZgMY
Опасный маневр автобуса!,https://www.youtube.com/watch?v=WB8fsuRaJ9M
Площадь Кирова: год за минуту,https://www.youtube.com/watch?v=lDRuPcv66jI
Позитив: как проходила «Битва Роботов-2015» в Петрозаводске?,https://www.youtube.com/watch?v=isuIOXNiqfM
Сбил пешеходов и скрылся!,https://www.youtube.com/watch?v=5-DZop9EI04
Ледоход в Петрозаводской губе Онежского озера,https://www.youtube.com/watch?v=otv-0FMuW4U
Зимний холод и одиночество в объективе вечерних камер.,https://www.youtube.com/watch?v=RpLh86eTo0E
Хорошо когда соседи друзья!,https://www.youtube.com/watch?v=sTqA_YmV5Q8
Рождественский фейерверк от петрозаводского троллейбуса,https://www.youtube.com/watch?v=C4tNLX184-s
ДТП на Чапаева-Пархоменко (Петрозаводск),https://www.youtube.com/watch?v=1NPvHTiLt5g
Кондопога. Дтп на перекрестке Октябрьский-Советов. 24.12 12:16,https://www.youtube.com/watch?v=kvPafEbym-U
Экономический кризис и Интернет,https://www.youtube.com/watch?v=jsgGK8Mmqek
"Кондопога на камерах видеонаблюдения от Компании ""Ситилинк""",https://www.youtube.com/watch?v=BQ42atEWU2U
Рождение Новогодне-Рождественской ели в Петрозаводске,https://www.youtube.com/watch?v=dSu2y_525tM
"Авария 11.12.14 Перекресток ул. Красная - Антикайнена. Видеонаблюдение от ""Ситилинка"".",https://www.youtube.com/watch?v=g49gN0azR4Y
"Дни Интернета в Карелии. Репортаж от ""Вести-Карелия"".",https://www.youtube.com/watch?v=ldin4Tog7J4
"Школа Современных Знаний от ""Ситилинка"". Репортаж СампоТВ.",https://www.youtube.com/watch?v=N1fI7al5hEc
"Конкурс детских рисунков ""Календарь 2015"". Репортаж СампоТВ.",https://www.youtube.com/watch?v=g_c7r6RDfM0
"Социальный проект ""Видеонаблюдение"" от ""Ситилинка"". Репортаж СампоТВ.",https://www.youtube.com/watch?v=5jFvkj6nkjQ
Дни Интернета в Карелии. Репортаж от Ника Плюс.,https://www.youtube.com/watch?v=MK9ELdxJyE8
Дни Интернета в Карелии. Репортаж СампоТВ.,https://www.youtube.com/watch?v=8XyigyAEdEk
Разрушение дома с камеры наблюдения,https://www.youtube.com/watch?v=0f3W3VOg91k
